Packet number,RSSI
145,-75
147,-69
149,-77
150,-66
151,-78
152,-73
153,-79
154,-76
156,-74
161,-79
162,-79
165,-77
166,-81
168,-74
169,-73
171,-80
172,-76
177,-82
180,-79
181,-73
182,-74
184,-79
188,-71
191,-82
196,-81
