7,-93
8,-97
9,-99
10,-95
11,-96
12,-100
13,-94
14,-98
15,-99
17,-97
18,-98
19,-96
20,-97
22,-97
23,-99
24,-94
25,-97
27,-97
28,-96
29,-98
30,-100
32,-96
33,-95
34,-96
35,-95
37,-91
38,-94
39,-95
40,-95
42,-96
43,-92
44,-95
45,-94
47,-95
48,-98
49,-95
50,-98
52,-92
53,-87
54,-89
