Packet number,RSSI
7,-87
8,-82
9,-85
10,-82
11,-74
17,-77
20,-84
21,-80
25,-83
26,-79
27,-82
28,-79
30,-82
31,-86
35,-83
36,-88
39,-89
44,-88
45,-85
46,-90
48,-88
50,-90
52,-84
53,-88
54,-82
60,-85
