Packet number,RSSI
58,-72
59,-68
60,-69
61,-69
61,-67
62,-68
63,-67
64,-66
65,-67
66,-69
67,-71
69,-70
70,-69
71,-69
72,-69
73,-70
74,-71
75,-68
76,-68
77,-68
78,-70
79,-68
80,-67
81,-70
82,-69
83,-70
84,-71
85,-71
86,-71
87,-71
