Packet number,RSSI
84,-78
85,-75
86,-73
87,-77
88,-77
89,-76
90,-74
91,-77
92,-78
93,-75
94,-79
95,-76
96,-75
97,-76
98,-75
99,-77
100,-76
101,-78
102,-75
103,-76
104,-74
105,-75
106,-80
107,-79
108,-74
109,-79
110,-80
111,-77
112,-79
113,-74
114,-74
115,-75
116,-73
117,-76
118,-75
119,-72
120,-73
121,-75
122,-81
123,-78
124,-80
125,-76
126,-76
127,-73
128,-77
129,-74
130,-78
131,-81
132,-75
133,-77
134,-78
