Packet number,RSSI
77,-87
78,-88
79,-82
80,-84
82,-86
83,-83
84,-84
86,-93
88,-82
89,-83
90,-85
91,-85
92,-85
93,-82
96,-87
97,-84
97,-86
98,-88
99,-87
103,-82
104,-83
105,-83
106,-84
107,-85
108,-81
109,-90
110,-84
111,-92
113,-84
114,-85
115,-84
117,-85
118,-83
119,-86
120,-85
122,-90
