Packet number,RSSI
27,-67
28,-74
29,-69
30,-68
31,-70
32,-69
33,-70
34,-71
35,-69
36,-75
37,-69
38,-73
39,-71
40,-72
41,-71
42,-69
43,-67
44,-67
45,-65
46,-68
47,-66
48,-66
49,-65
50,-66
51,-63
52,-65
53,-70
54,-65
55,-68
56,-68
57,-69
58,-69
59,-66
60,-70
61,-69
62,-69
63,-73
64,-69
65,-67
66,-67
67,-69
68,-68
69,-67
70,-67
71,-72
72,-70
73,-68
74,-69
75,-69
76,-65
77,-70
